document_number,client_id,subscription_ref,dimension_rule,actual_staging_balance,expected_at_cutoff,actual_receipt,expected_receipt,actual_expense,expected_expense,excluded_future_balance,excluded_future_rows,latest_register_movement
00000101321,000028874,87BBFB20D59856354138E9A94A32A186,subrent,0,0,15,15,15,15,0,0,2022-08-24 09:08:30
00000101329,000008816,8EF24387F04A37BF4A58AC21949CD683,subrent,0,0,15,15,15,15,0,0,2022-08-18 16:53:10
00000101348,000004751,84F7B6D467C414704052A4B68A217768,subrent,0,0,15,15,15,15,0,0,2022-08-29 00:00:00
00000101428,000012535,86D378A388A615274F14A2F9A473867C,subrent,0,0,15,15,15,15,0,0,2022-08-26 08:26:47
00000101431,000037269,8BD904270D3DEA764E3A0D94938CD2A9,subrent,-1,-1,15,15,16,16,0,0,2022-08-22 12:15:00
00000101432,000035602,BFE70B07FCD4E2084D9388018F643DEE,subrent,0,0,15,15,15,15,0,0,2022-08-31 09:58:07
00000101465,000035487,A27DCDD7104F72ED42BDD4A06599C622,subrent,0,0,15,15,15,15,0,0,2022-08-31 07:25:31
00000101505,000051034,8E83DAC64CFC38DE4E4C7C499AE2EFEB,subrent,0,0,15,15,15,15,0,0,2022-09-02 10:33:43
00000101550,000036376,B56CFF948D7A9EAE46FB3B78F9D1D835,subrent,0,0,8,8,8,8,0,0,2022-09-08 09:16:28
00000101578,000019216,B8E98B70A4BC533046EF0F5E79E30928,subrent,-1,-1,15,15,16,16,0,0,2022-08-29 09:15:00
00000101639,000013221,93CE566B006E623748BCC2AFE21E4368,subrent,0,0,15,15,15,15,0,0,2022-08-27 09:58:48
00000101654,000025284,BC218809287853DD4ED5DAA73B5855DC,subrent,0,0,15,15,15,15,0,0,2022-09-26 10:08:36
00000101757,000004187,99C83B1AEB54CFBC4EFAEEB80CC6B4DA,subrent,-1,-1,15,15,16,16,0,0,2022-09-13 15:15:00
00000101766,000026816,9400C8FA6CB699E342074AE3516AC839,subrent,0,0,15,15,15,15,0,0,2022-09-16 00:00:00
00000101818,000008816,B4A7B4CFD70CCD784ADA49D068D2DAB2,subrent,0,0,15,15,15,15,0,0,2022-10-21 12:11:35
00000101819,000008816,A426607AE11A246E4337557A5CBAAF91,subrent,0,0,15,15,15,15,0,0,2022-09-29 17:19:20
00000101820,000008816,95CE33E8BDAFC50041870D7388C77AF8,subrent,0,0,15,15,15,15,0,0,2022-09-07 12:10:42
00000101838,000029830,A225B1B443E4C48A42D60DEF19A16D5F,subrent,0,0,15,15,15,15,0,0,2022-09-20 00:00:00
00000101967,000023964,9C067165FA4534A24C42D09EAE766568,subrent,0,0,8,8,8,8,0,0,2022-09-15 09:09:03
00000102012,000029541,B24BF6D6C32C73D94FE3894A35887388,subrent,0,0,15,15,15,15,0,0,2022-09-24 00:00:00
00000102020,000002359,B13D0BEBEB2F94534ED77ED162EC84CD,subrent,0,0,15,15,15,15,0,0,2022-09-13 14:15:00
00000102047,000037265,97938075CB7812B146110F0FFCB8D40A,subrent,0,0,15,15,15,15,0,0,2022-09-26 00:00:00
00000102071,000028874,9A991696AA55D3A640EFCC50E534334B,subrent,0,0,15,15,15,15,0,0,2022-09-22 17:08:22
00000102081,000013221,B758087729E878F1428DCA1601E57D14,subrent,0,0,15,15,15,15,0,0,2022-09-14 09:02:40
00000102092,000012535,9B4CD1C74CFAA1634B829C54CAA6088F,subrent,0,0,15,15,15,15,0,0,2022-09-23 08:16:32
00000102105,000004622,87846629D3D58C84451350B287646DFF,subrent,-1,-1,15,15,16,16,0,0,2022-09-26 12:15:00
00000102112,000009723,8B9A8C9DC8EBEE4C47D07F7BD9D1478F,subrent,0,0,15,15,15,15,0,0,2022-10-10 00:00:00
00000102143,000048041,94A89A61948119474A736EE24830A84C,subrent,0,0,15,15,15,15,0,0,2022-10-02 00:00:00
00000102144,000014748,A26B56FFAD78D20C41DD775E63267523,subrent,0,0,15,15,15,15,0,0,2022-09-30 09:54:26
00000102185,000004751,A4DA3A04A30B6D274901733F53689578,subrent,0,0,15,15,15,15,0,0,2022-09-28 10:55:04
00000102223,000037269,85B89B7817D9F77743EAEE4755F55EE3,subrent,0,0,15,15,15,15,0,0,2022-10-08 00:00:00
00000102267,000035602,9FFBAC323A9D3374422B02ECDF1374D7,subrent,0,0,15,15,15,15,0,0,2022-10-01 00:00:00
00000102271,000025666,8537A853E4EFECE0457430AA391E2FC6,subrent,0,0,8,8,8,8,0,0,2022-09-19 10:00:00
00000102320,000035487,9E7A0D40E86624384CA8B4185943C88C,subrent,0,0,15,15,15,15,0,0,2022-09-30 07:16:25
00000102355,000051034,82F54507D83B76634B4C3B9A26CD6B15,subrent,0,0,15,15,15,15,0,0,2022-10-04 10:30:40
00000102387,000019216,8A8D5BD2B4BFCF15421196E7D0D286E9,subrent,0,0,17,17,17,17,0,0,2022-10-31 09:28:59
00000102571,000036376,8BE583867724381D4044C77813F533ED,subrent,0,0,15,15,15,15,0,0,2022-10-11 10:09:39
00000102843,000023964,9B5D0EC3B89BF9914F921461D591B678,subrent,0,0,8,8,8,8,0,0,2022-10-01 10:04:09
00000102860,000026816,B815AF74E1F983A04EF54E5AEAA9605A,subrent,0,0,15,15,15,15,0,0,2022-10-23 13:58:21
00000102878,000028600,AA0305BA06856E0C4414E20FB6FA0273,subrent,0,0,8,8,8,8,0,0,2022-10-21 00:00:00
00000102978,000029830,AB021F4F9EB2DB70477A1E0B58D4A98E,subrent,0,0,15,15,15,15,0,0,2022-10-20 13:10:32
00000102986,000028874,B50AA54B57F30758422FA06FAC2EDBE9,subrent,-1,-1,15,15,16,16,0,0,2022-10-19 09:45:00
00000102995,000037265,A3CA8A7536DB247844305CBB39408FA4,subrent,0,0,15,15,15,15,0,0,2022-10-19 09:30:00
00000102996,000029541,931A4F6FC9FE227C48E7CF669312681A,subrent,0,0,15,15,15,15,0,0,2022-10-13 17:32:32
00000103019,000004622,81D1D86EA2C6D9D948B043196F19BB20,subrent,0,0,15,15,15,15,0,0,2022-10-20 09:00:00
00000103046,000012535,8867B1D849E91D4D46331A57CDFB89B2,subrent,0,0,15,15,15,15,0,0,2022-10-26 07:56:34
00000103054,000004187,B089AA208848B1C84B0A819B27F74AF0,subrent,0,0,15,15,15,15,0,0,2022-10-28 00:00:00
00000103111,000004751,8F7BE6C8959A80C7419776D74C3A740B,subrent,0,0,15,15,15,15,0,0,2022-10-28 11:01:53
00000103126,000025666,851047485D60A10A4C2745D8714C262F,subrent,0,0,15,15,15,15,0,0,2022-10-30 00:00:00
00000103187,000035487,BB77F225C9B17B4742B343AA95412E10,subrent,0,0,15,15,15,15,0,0,2022-10-31 07:33:42
00000103189,000013059,A0CAFA247AD643C14296A8ECCDD2D3CA,subrent,0,0,13,13,13,13,0,0,2022-10-28 17:45:02
00000103191,000048041,972D423DBBCAC38344F111109052EFD7,subrent,0,0,15,15,15,15,0,0,2022-10-31 09:35:10
00000103212,000014748,840B4DA8143E0E1A4366C87D4D22571D,subrent,0,0,15,15,15,15,0,0,2022-10-31 09:35:39
00000103225,000025284,9D97CAE74FFBB2434B45BCD77337B9F3,subrent,-1,-1,15,15,16,16,0,0,2022-11-03 00:00:00
00000103227,000035602,9B42929FE5DEAC1B43FF7070CB61AC0B,subrent,0,0,15,15,15,15,0,0,2022-11-02 10:05:04
00000103298,000051034,92034B6AF7059507465385E707F58FF8,subrent,0,0,15,15,15,15,0,0,2022-10-31 16:25:02
00000103358,000023964,942E7B20A3F912AE4EBFCCB782ED877F,subrent,0,0,10,10,10,10,0,0,2022-10-27 21:32:35
00000103407,000037269,9F7CB55BD2AEB6BC4981765BFDE5278D,subrent,0,0,15,15,15,15,0,0,2022-11-09 12:00:00
00000103531,000009723,BC8AFF09BE096BDC423017A2EC1AE238,subrent,0,0,15,15,15,15,0,0,2022-11-12 00:00:00
00000103548,000036376,8ED7346C3A94BDE44D4EFF725792F4B7,subrent,0,0,15,15,15,15,0,0,2022-11-12 10:35:39
00000103812,000028600,A6F62B19772F1811468E727FE2220791,subrent,0,0,9,9,9,9,0,0,2022-11-14 09:35:13
00000103879,000028874,9E518B48C7DA07DE4DABF407CF363279,subrent,0,0,16,16,16,16,0,0,2022-11-24 00:00:00
00000103888,000004622,9D933F8C103BCB98488DB7B8F1CD4D08,subrent,0,0,15,15,15,15,0,0,2022-11-15 17:30:00
00000103939,000026816,B3D6E2FA09426D3644CC483977A9DEA8,subrent,0,0,15,15,15,15,0,0,2022-11-24 18:16:47
00000103953,000029541,B618C52103556712420C6A0C9E92F9D5,subrent,0,0,15,15,15,15,0,0,2022-11-21 10:23:53
00000103958,000037265,B4660E20F5C853AA4DE5AC99AABE2B45,subrent,0,0,12,12,12,12,0,0,2022-11-26 00:00:00
00000103980,000029830,AABBF667437D4BAB4D386DED83FC25B5,subrent,0,0,15,15,15,15,0,0,2022-11-20 10:30:59
00000103999,000023964,8F58A54DB66776DF4AA5678CBAD38E23,subrent,0,0,15,15,15,15,0,0,2022-11-28 00:00:00
00000104011,000012535,8C553595A1A312EF4AA1516C3F9B2E33,subrent,0,0,15,15,15,15,0,0,2022-11-26 10:53:10
00000104100,000035487,8AC5DC1330C6C03D46711C840E2F2595,subrent,0,0,15,15,15,15,0,0,2022-11-30 00:00:00
00000104101,000004187,A82E61ABFC25520C4702229E7AB38FD8,subrent,0,0,15,15,15,15,0,0,2022-11-30 00:00:00
00000104102,000019216,837DDCF22918E0A349CCA47D1C0245D1,subrent,0,0,15,15,15,15,0,0,2022-11-22 11:00:00
00000104118,000004751,AC4E3A3E01EE799944E59568A3BEF4E0,subrent,0,0,15,15,15,15,0,0,2022-12-03 10:46:56
00000104193,000051034,A647EB0B809EABE149C99127ED9FCBBE,subrent,0,0,15,15,15,15,0,0,2022-11-25 10:27:47
00000104229,000014748,A01F2ADD60DD388B44E830DCEE02D201,subrent,0,0,15,15,15,15,0,0,2022-11-30 09:40:42
00000104230,000048041,8908A7184D8A7A934A5472EE44F5389C,subrent,0,0,15,15,15,15,0,0,2022-11-30 09:40:35
00000104248,000013059,A25043EC59D558D1468EE10C6B00636A,subrent,0,0,8,8,8,8,0,0,2022-11-28 10:15:00
00000104254,000025666,B7E80194E8BB55AD49F28F2698FB67C0,subrent,0,0,12,12,12,12,0,0,2022-11-28 09:07:34
00000104296,000035602,8393BF134F9C14154031E9AAED59775B,subrent,0,0,15,15,15,15,0,0,2022-11-30 10:30:11
00000104447,000016248,A65830C96D1090BD4F9CEC561DFE4FAC,subrent,0,0,15,15,15,15,0,0,2022-11-30 00:00:00
00000104502,000037269,A04224A87612F2074A275455243384E8,subrent,0,0,15,15,15,15,0,0,2022-12-07 16:30:00
00000104536,000025284,9CF072F1E8CD7605488FA6668FCC1938,subrent,0,0,15,15,15,15,0,0,2022-12-11 00:00:00
00000104626,000009723,87345E3C294091A6473FABB04D545F30,subrent,0,0,15,15,15,15,0,0,2022-12-14 00:00:00
00000104640,000036376,8D3352CFDCACC4CA436917CEB352293B,subrent,0,0,15,15,15,15,0,0,2022-12-20 00:00:00
00000104720,000004622,B9B41E8AFE2012D44CDB6E0059D1F2DD,subrent,0,0,15,15,15,15,0,0,2022-12-17 00:00:00
00000104911,000028600,8C22A2996A6F219941F6FD114E284384,subrent,0,0,8,8,8,8,0,0,2022-12-19 09:15:00
00000104950,000029541,8808B33E40E48E134532C5A313182704,subrent,0,0,15,15,15,15,0,0,2022-12-21 09:15:00
00000104957,000029830,85AF5A64632B01E84177318C43BE86B4,subrent,0,0,15,15,15,15,0,0,2022-12-22 21:40:44
00000104977,000028874,A15EAD1F21A567AC49A222A676BD1896,subrent,0,0,15,15,15,15,0,0,2022-12-21 09:30:00
00000104989,000019216,9CE3BE8ADA61E25D4D79F7F1CBEDA64E,subrent,0,0,15,15,15,15,0,0,2022-12-20 09:00:00
00000105065,000012535,A74B1190D648A6B6484A29D649544083,subrent,0,0,15,15,15,15,0,0,2022-12-26 08:12:14
00000105067,000051034,B8BDF845939069454DDA28EB9DC175AE,subrent,0,0,22,22,22,22,0,0,2022-12-30 10:31:25
00000105083,000037265,A867212F3C3B605B4558E602893C554A,subrent,0,0,8,8,8,8,0,0,2022-12-21 16:30:00
00000105096,000013144,A34D429B4A95218049FA75E1D114D53B,cycle,0,0,0,0,0,0,0,0,
00000105267,000035487,B30CD8FEA940766C4B39E4D7EE12F9BE,subrent,0,0,15,15,15,15,0,0,2022-12-30 07:07:28
00000105268,000048041,9689E594974FA4C64217043FAAFB25CD,subrent,0,0,8,8,8,8,0,0,2022-12-19 09:34:17
00000105269,000014748,A26AA0E0D3C11F5143BFB5BAE94B2295,subrent,0,0,12,12,12,12,0,0,2022-12-26 09:25:17
00000105272,000013059,855CD9457E8DABB043ED567BE0BE40DE,subrent,0,0,8,8,8,8,0,0,2022-12-26 09:45:00
00000105277,000025666,B0444BE45CAC1BA0426A3BC3DF80FA50,subrent,0,0,8,8,8,8,0,0,2022-12-30 09:06:06
00000105282,000035602,A701505DF9816276437C3107805CBB99,subrent,0,0,8,8,8,8,0,0,2022-12-19 10:06:13
00000105293,000026816,9B0A2FEC927AA27348E0A7AB48529306,subrent,0,0,15,15,15,15,0,0,2023-01-16 00:00:00
00000105299,000004751,AC4D3D95DB0280E04D68472175E672C5,subrent,0,0,15,15,15,15,0,0,2023-01-04 11:01:42
00000105323,000023964,847C60DDF9BDA0384BAC39FFA8995EAF,subrent,0,0,15,15,15,15,0,0,2023-01-05 10:53:11
00000105348,000004187,8426BCEADDD30D634D83E7EC69F4BC53,subrent,0,0,15,15,15,15,0,0,2023-01-07 00:00:00
00000105445,000037269,A9F8B1D8070FC59E4D4E094AF9B59188,subrent,0,0,8,8,8,8,0,0,2022-12-28 12:00:00
00000105519,000009723,91FB2F2C53A8E0B4431BF6810153C6C3,subrent,0,0,15,15,15,15,0,0,2023-01-14 00:00:00
00000105531,000013221,86D28622BFEBA8B841507D2960C7F300,subrent,0,0,15,15,15,15,0,0,2023-01-10 09:59:56
00000105532,000004622,B8277842DE753A5242F0731B20396702,subrent,0,0,15,15,15,15,0,0,2023-01-30 11:00:00
00000105547,000002359,B5C5381B1B7E78674A6C24C2087452E9,subrent,0,0,15,15,15,15,0,0,2023-01-10 20:15:00
00000105568,000024568,AD8769EAEAC0DD6D4E80D9A2F7F2B402,subrent,0,0,8,8,8,8,0,0,2023-01-06 09:22:13
00000105625,000036376,BF8650991C7B5E614E8804256C16A2DF,subrent,0,0,8,8,8,8,0,0,2023-01-12 10:26:11
00000105684,000028874,A445259DE3108DCE455EE7D7A34F4CFC,subrent,0,0,15,15,15,15,0,0,2023-01-23 00:00:00
00000105705,000019216,AAEF85BC32F20DF54C5DC5F59A6D08F4,subrent,0,0,17,17,17,17,0,0,2023-01-27 00:00:00
00000105768,000029541,9332CEB1A40D818D49E18F9DEE2CEE02,subrent,0,0,12,12,12,12,0,0,2023-01-23 09:10:43
00000105806,000029830,98C94FA5336EE3FA4D964D4815B6F791,subrent,0,0,15,15,15,15,0,0,2023-01-27 00:00:00
00000106096,000035602,BC0C8EE44DDC41714B77742C0266B45F,subrent,0,0,12,12,12,12,0,0,2023-01-28 09:40:01
00000106140,000035487,A764590D2283C5084897C26A45756708,subrent,0,0,12,12,12,12,0,0,2023-01-30 07:12:22
00000106160,000051034,AE498372573EBDBA471A88213BA7A0E8,subrent,0,0,15,15,15,15,0,0,2023-01-31 16:25:32
00000106162,000004751,865E511B409E86DB4E5293D3F9ACC1A2,subrent,0,0,15,15,15,15,0,0,2023-02-03 10:22:13
00000106164,000028600,8ABE93E3016998DB4511FA61912CE628,subrent,0,0,12,12,12,12,0,0,2023-01-30 16:40:23
00000106168,000023964,8E87EF0C004B12DB4C834520A935FFAA,subrent,0,0,12,12,12,12,0,0,2023-02-04 10:18:04
00000106191,000012535,B0910797184A827D42AAC854ED0165C8,subrent,0,0,15,15,15,15,0,0,2023-02-08 07:58:09
00000106194,000037269,8999AF7677CACEDF4FD7E9C28D15541D,subrent,0,0,17,17,17,17,0,0,2023-02-09 00:00:00
00000106208,000048041,926FCD705E10162645915CAADAB9AEE8,subrent,0,0,10,10,10,10,0,0,2023-01-30 09:11:01
00000106209,000014748,88E87C177289D94D4373791A616FA2AC,subrent,0,0,10,10,10,10,0,0,2023-01-30 09:10:49
00000106213,000025666,B8D6A0657BEB32224A8C2AAA1EC5774D,subrent,0,0,12,12,12,12,0,0,2023-02-06 09:00:57
00000106245,000015706,95E22476EA8ABAAC47C15B8682FCC67F,subrent,0,0,12,12,12,12,0,0,2023-02-09 00:00:00
00000106315,000013059,8DFD607D2AB2265948290985339CE10C,subrent,0,0,12,12,12,12,0,0,2023-02-04 00:00:00
00000106460,000004187,B2FA157E0533C87241008B2C123E4A82,subrent,0,0,15,15,15,15,0,0,2023-02-13 00:00:00
00000106531,000024568,A5D0F68CB8B6E96444851034B48700E1,subrent,0,0,12,12,12,12,0,0,2023-02-10 07:00:55
00000106544,000009723,B9576A0F2DA11F9943E0317296195F1E,subrent,0,0,15,15,15,15,0,0,2023-02-16 00:00:00
00000106569,000028166,AD0AA4BF01266AD411ED9663DFC3F161,subrent,0,0,30,30,30,30,0,0,2023-02-12 00:00:00
00000106589,000026816,B2B2733298C217844F5E917DC5E20DA9,subrent,0,0,15,15,15,15,0,0,2023-02-15 18:17:51
00000106650,000031474,B4ABEC5F224BB9FA416B192443F4FCA5,cycle,0,0,0,0,0,0,0,0,
00000106760,000036376,A0BAA1DD5D3E09DB4B292239EBDF778D,subrent,0,0,12,12,12,12,0,0,2023-02-18 09:41:59
00000106889,000019216,A2C5E07348B531FF4F79D9BD4D23467E,subrent,0,0,16,16,16,16,0,0,2023-02-16 10:33:33
00000106913,000048041,A45F1FA9C67C5EA842E81C95DA54259A,subrent,0,0,10,10,10,10,0,0,2023-02-22 09:12:15
00000106914,000014748,B7603378D8B08B8D41194008046A18B5,subrent,0,0,10,10,10,10,0,0,2023-02-22 09:12:23
00000106938,000037265,B31992C8380AEE5F4D9726711C4A3875,subrent,0,0,15,15,15,15,0,0,2023-02-20 00:00:00
00000107072,000028874,B1373510EF5701D949485E20A51C1E9F,subrent,0,0,15,15,15,15,0,0,2023-02-21 00:00:00
00000107073,000029541,B7DD291351F2767C4B97033100FAC709,subrent,0,0,15,15,15,15,0,0,2023-02-20 09:02:23
00000107150,000029830,A856E438BA6FCEB6470E3C8248B1559B,subrent,0,0,15,15,15,15,0,0,2023-02-24 10:19:46
00000107291,000035602,BBCD10DD8535CC674D915CE5AAF475E3,subrent,0,0,12,12,12,12,0,0,2023-02-24 10:07:53
00000107357,000004622,A18CB712F992740942DB2492939AB7AE,subrent,0,0,16,16,16,16,0,0,2023-02-28 00:00:00
00000107429,000028600,B2505AFDD0F88A1E4EA26FF764D305C6,subrent,0,0,12,12,12,12,0,0,2023-02-24 10:31:30
00000107430,000051034,982CC4397DD4D2F845E1D4BB5BC7844C,subrent,0,0,15,15,15,15,0,0,2023-03-02 16:27:03
00000107438,000015706,9A68FD2CCE944C8F4055875E1DDEE59B,subrent,0,0,12,12,12,12,0,0,2023-03-09 00:00:00
00000107446,000035487,8291220D004F02704725EDFEC74A2CD0,subrent,0,0,12,12,12,12,0,0,2023-02-27 07:10:49
00000107531,000023964,8494BABDE51096324C4B764F03E290B5,subrent,0,0,15,15,15,15,0,0,2023-03-04 10:30:00
00000107534,000004751,B726DDF3422150F6435CD967ADD8CADF,subrent,0,0,12,12,12,12,0,0,2023-03-03 11:02:25
00000107558,000054688,B48302CCAE9C34BB48F262FDA7D73E35,subrent,0,0,10,10,10,10,0,0,2023-03-02 00:00:00
00000107589,000013059,8B6CD0D7B7DFCCFE4B143341A3ACD0B7,subrent,0,0,12,12,12,12,0,0,2023-03-09 00:00:00
00000107646,000056452,9350534B44C0C81D40C1F315318072C0,cycle,0,0,0,0,0,0,0,0,
00000107670,000025666,862A41C9ED1DD68A4A56AA231212F7BF,subrent,0,0,15,15,15,15,0,0,2023-03-09 00:00:00
00000107710,000037269,81F4D0A0AF0565484EEB39F754D2EB83,subrent,0,0,16,16,16,16,0,0,2023-03-10 00:00:00
00000107804,000012535,B83BA573FCF8DB1F4007918DBB2B9B0E,subrent,0,0,15,15,15,15,0,0,2023-03-13 00:00:00
00000107807,000024568,BC6BA78506626741412B92A54DF933E2,subrent,0,0,12,12,12,12,0,0,2023-03-10 07:00:34
00000107963,000019216,8F150FB036D8D9F347AF44BB96D24DF5,subrent,0,0,15,15,15,15,0,0,2023-03-16 00:00:00
00000108004,000009723,8258D58ADEF879C34233A6426265B71B,subrent,0,0,15,15,15,15,0,0,2023-03-17 00:00:00
00000108016,000004187,9A275134FB9CD49E45F36EEECE8175E1,subrent,0,0,15,15,15,15,0,0,2023-03-18 00:00:00
00000108033,000026816,8B969AEF20C9612A4A70FD97394EF3DA,subrent,0,0,15,15,15,15,0,0,2023-03-19 00:00:00
00000108054,000037265,BBADC7834D8A31DB415D1F908E468E5A,subrent,0,0,15,15,15,15,0,0,2023-03-17 09:58:53
00000108093,000036376,93F10CD25457E76C46D7B8B158E90000,subrent,0,0,12,12,12,12,0,0,2023-03-18 09:52:40
00000108154,000028874,A581D44B6816E9254771A05C63FD4FB1,subrent,0,0,15,15,15,15,0,0,2023-03-20 10:00:00
00000108155,000029541,808CAB6A08709EA6485A88649EEADEB5,subrent,0,0,15,15,15,15,0,0,2023-03-20 09:30:00
00000108336,000048041,9F4F996FC810709548A19834A40137C9,subrent,0,0,12,12,12,12,0,0,2023-03-27 09:22:25
00000108337,000014748,A1562E348414E31A4DDE000ABEC4A610,subrent,0,0,12,12,12,12,0,0,2023-03-27 09:21:53
00000108348,000029830,8C12333CF32C21C34241D62E62A558CF,subrent,0,0,15,15,15,15,0,0,2023-03-27 00:00:00
00000108383,000035602,8A2E5B7B24F543BD4DE2FEA99AC6744F,subrent,0,0,12,12,12,12,0,0,2023-03-24 10:05:05
00000108489,000035487,A8DF3CB648D9F9C0417ACE6E1F8A75A1,subrent,0,0,12,12,12,12,0,0,2023-03-27 15:52:43
00000108540,000004622,B85E2FE41AFEC6C14BBFD7295F8B9FA0,subrent,0,0,17,17,17,17,0,0,2023-04-18 00:00:00
00000108662,000004751,97E2D7732224A79044FBCB7C0A5FD5BA,subrent,0,0,12,12,12,12,0,0,2023-03-31 11:09:05
00000108716,000028600,A9A6F8386DF5C2934F7A980F4B88AE30,subrent,0,0,12,12,12,12,0,0,2023-04-01 00:00:00
00000108721,000023964,8E5963805A10472E4369FD963F1DF6CD,subrent,0,0,12,12,12,12,0,0,2023-04-04 14:03:34
00000108886,000025666,BE5AEC09240F51494C1B1BC1B1A494FF,subrent,0,0,12,12,12,12,0,0,2023-04-10 00:00:00
00000108950,000024568,87D418E94B0EDDCA4A14F8CBD6450E3A,subrent,0,0,12,12,12,12,0,0,2023-04-07 08:34:49
00000108953,000037269,9CEDC0B4C1BCF6D84672578D4A2CBB47,subrent,0,0,16,16,16,16,0,0,2023-04-13 00:00:00
00000108968,000013059,A47072F6135E2DB0467CDE481158FF37,subrent,0,0,12,12,12,12,0,0,2023-04-03 09:15:34
00000108974,000012535,97E6064B57EFB99D48F4C69BFB9C8D45,subrent,0,0,12,12,12,12,0,0,2023-04-06 10:12:24
00000109224,000019216,9FCEFA4A63C9C68544201CF38500E367,subrent,0,0,15,15,15,15,0,0,2023-04-20 00:00:00
00000109253,000009723,827CF0FB500DCD344951CB073A9CFF4D,subrent,0,0,15,15,15,15,0,0,2023-04-20 00:00:00
00000109285,000003377,9D8C66FE9EF9AA214BA594D04B4C34B3,cycle,0,0,0,0,0,0,0,0,
00000109288,000036376,A46F07E4EE5EA0BF4692080465F17988,subrent,0,0,12,12,12,12,0,0,2023-04-22 10:27:08
00000109328,000026816,88CD5A52C679852F4E5F7EBDF52E3E04,subrent,0,0,12,12,12,12,0,0,2023-04-18 18:22:01
00000109385,000029541,9EE65E8D954125D444C57B8EDA7FB508,subrent,0,0,15,15,15,15,0,0,2023-04-20 09:45:00
00000109386,000028874,A72E286C63196A6A4E4A70165BF90BC7,subrent,0,0,15,15,15,15,0,0,2023-04-17 09:20:20
00000109491,000035602,A557D3D447B88F944209FBBA7BEB210B,subrent,0,0,12,12,12,12,0,0,2023-04-19 10:08:44
00000109494,000035487,B9107A4A05A47116433CA2B831962FC0,subrent,0,0,12,12,12,12,0,0,2023-04-24 17:34:21
00000109569,000004187,A05532F3E616A7C3424AC21BB0E845D5,subrent,0,0,15,15,15,15,0,0,2023-05-20 00:00:00
00000109571,000048041,A8D681557B96F9524D72FA4B4AC4770E,subrent,0,0,12,12,12,12,0,0,2023-04-21 09:46:54
00000109572,000014748,B86C454F5667243D4B77B5AC787D10B3,subrent,0,0,12,12,12,12,0,0,2023-04-24 17:38:14
00000109755,000004751,B544A588691DDC4C4DCBB57E9022EC75,subrent,0,0,12,12,12,12,0,0,2023-04-28 10:57:49
00000109864,000028600,8655BA4C6D9A601F43F7A917DDBC80E0,subrent,0,0,12,12,12,12,0,0,2023-04-26 12:45:00
00000109889,000045951,98F3F98D77583E7F4717D4E4820D54AB,cycle,0,0,0,0,0,0,0,0,
00000109890,000057610,BA819CA38937928240F40FDDB629FBD4,cycle,0,0,0,0,0,0,0,0,
00000109934,000013059,BCFF8615A7A0B3BF4BB16432F0055492,subrent,0,0,12,12,12,12,0,0,2023-05-05 09:15:41
00000110040,000023964,94C8AB8AA68E326C46DC658B3F95475D,subrent,0,0,12,12,12,12,0,0,2023-05-06 13:02:02
00000110062,000051034,9D769F41090131D74B7D8AFCDC50FF93,subrent,0,0,15,15,15,15,0,0,2023-05-11 00:00:00
00000110115,000012535,BE90D134BF29584B44F0A5678EB953DB,subrent,0,0,10,10,10,10,0,0,2023-05-11 17:09:22
00000110191,000029830,A006DB03923B02AF4668217A8C46C68E,subrent,0,0,15,15,15,15,0,0,2023-05-11 10:05:49
00000110194,000019216,8B2A46D404C3312D4B7B2651B5D3C0CB,subrent,0,0,15,15,15,15,0,0,2023-05-13 00:00:00
00000110218,000037269,A905B7F0DC69BE354F622713DFBB0543,subrent,0,0,8,8,8,8,0,0,2023-05-17 00:00:00
00000110248,000024568,B8107361DB32777E46E9EB0780EABCDC,subrent,0,0,12,12,12,12,0,0,2023-05-10 08:56:57
00000110293,000025666,B293F27D4EE7FF9A4B389DB0803223A4,subrent,0,0,12,12,12,12,0,0,2023-05-17 00:00:00
00000110334,000004622,A86B7F7A8755098C4A1305016852F7A3,subrent,0,0,15,15,15,15,0,0,2023-05-18 00:00:00
00000110348,000009830,9ABE42EE72925FED4CD98E524A9649A8,cycle,0,0,0,0,0,0,0,0,
00000110395,000026816,82477EAF7F80A3FB4ADAA02CE562393C,subrent,0,0,12,12,12,12,0,0,2023-05-20 00:00:00
00000110416,000028874,B24D02382E8702164D66583819316444,subrent,0,0,15,15,15,15,0,0,2023-05-21 00:00:00
00000110453,000005798,BA9DAF7AB27F4D814DD3CB01DC299322,cycle,0,0,0,0,0,0,0,0,
00000110464,000009723,9AB0A765563CE5224C45D10CE01F963B,subrent,0,0,15,15,15,15,0,0,2023-05-21 00:00:00
00000110502,000029541,AEDAB024B3445BD0404C5213E68FB193,subrent,0,0,15,15,15,15,0,0,2023-05-22 09:13:26
00000110503,000035487,B29BB4263D51AEBF45439B0CC278E6CE,subrent,0,0,12,12,12,12,0,0,2023-05-26 00:00:00
00000110515,000035602,98B5992040169C944355B2C04CD8DEF6,subrent,0,0,12,12,12,12,0,0,2023-05-17 10:09:03
00000110521,000036376,98B2E5ED8A136E61438CE44AA8EC0F88,subrent,0,0,12,12,12,12,0,0,2023-05-20 09:30:21
00000110535,000028166,BF5FAF11E5913D9549A0B5ED8FD2F264,subrent,0,0,12,12,12,12,0,0,2023-05-18 15:07:09
