url,clubs,live_name,source_name,source_cell,source_price,source_number_format,source_xml_value,live_prices,classification,match_basis,catalog_active_purchases,catalog_total_purchases
https://fitnes-imperiya.fitbase.io/ticket/update?id=13,"Гоголевский, Промышленная, Ровио, Столица",Абонемент МУЛЬТИКАРТА 12 месяцев,Абонемент МУЛЬТИКАРТА 12 месяцев,C16,0,"#,##0.00",0,9900.0,other,exact_name,378,14796
https://fitnes-imperiya.fitbase.io/ticket/update?id=14,"Гоголевский, Промышленная, Ровио, Столица",Абонемент МУЛЬТИКАРТА 12 месяцев (2 месяца в подарок),Абонемент МУЛЬТИКАРТА 12 месяцев (2 месяца в подарок),C17,11990,"#,##0.00",11990,11990.0,equal,exact_name,68,220
https://fitnes-imperiya.fitbase.io/ticket/update?id=15,"Гоголевский, Промышленная, Ровио, Столица",Абонемент МУЛЬТИКАРТА 12 месяцев (3 месяца заморозки в подарок),Абонемент МУЛЬТИКАРТА 12 месяцев (3 месяца заморозки в подарок),C18,11990,"#,##0.00",11990,11990.0,equal,exact_name,19,141
https://fitnes-imperiya.fitbase.io/ticket/update?id=16,"Гоголевский, Промышленная, Ровио, Столица",Абонемент МУЛЬТИКАРТА 12 месяцев (подарок),Абонемент МУЛЬТИКАРТА 12 месяцев (подарок),C19,14990,"#,##0.00",14990,12990.0,other,exact_name,474,651
https://fitnes-imperiya.fitbase.io/ticket/update?id=17,"Гоголевский, Промышленная, Ровио, Столица",Абонемент МУЛЬТИКАРТА 12 месяцев + 2 месяца заморозки в подарок,Абонемент МУЛЬТИКАРТА 12 месяцев + 2 месяца заморозки в подарок,C22,15990,"#,##0.00",15990,15990.0,equal,exact_name,724,1690
https://fitnes-imperiya.fitbase.io/ticket/update?id=18,"Гоголевский, Промышленная, Ровио, Столица",Абонемент МУЛЬТИКАРТА 12 месяцев + 3 месяца в подарок,Абонемент МУЛЬТИКАРТА 12 месяцев + 3 месяца в подарок,C24,11990,"#,##0.00",11990,11990.0,equal,exact_name,63,206
https://fitnes-imperiya.fitbase.io/ticket/update?id=19,"Гоголевский, Промышленная, Ровио, Столица",Абонемент МУЛЬТИКАРТА 12 месяцев + 3 месяца заморозки в подарок,,,,,,9990.0,unmatched_name,,170,441
https://fitnes-imperiya.fitbase.io/ticket/update?id=20,"Гоголевский, Промышленная, Ровио, Столица",Абонемент МУЛЬТИКАРТА 12 месяцев + подарок,Абонемент МУЛЬТИКАРТА 12 месяцев + подарок,C26,15990,"#,##0.00",15990,15990.0,equal,exact_name,455,465
https://fitnes-imperiya.fitbase.io/ticket/update?id=21,"Гоголевский, Промышленная, Ровио, Столица",Абонемент МУЛЬТИКАРТА 12 месяцев + подарок (СПЕЦПРЕДЛОЖЕНИЕ),Абонемент МУЛЬТИКАРТА 12 месяцев + подарок (СПЕЦПРЕДЛОЖЕНИЕ),C27,10990,"#,##0.00",10990,11990.0,other,exact_name,2818,2977
https://fitnes-imperiya.fitbase.io/ticket/update?id=22,"Гоголевский, Промышленная, Ровио, Столица",Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,C28,12500,"#,##0.00",12500,12500.0,equal,exact_name,53,1849
